Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Singapore/R51MR59/2023	EPI_ISL_18056629	GISAID	 	EG.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR20/2023	EPI_ISL_18056616	GISAID	 	EG.5.1.1	Complete	29832	High	0/3/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR55/2023	EPI_ISL_18056604	GISAID	 	EG.5.1.1	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR19/2023	EPI_ISL_18056600	GISAID	 	EG.5.1.1	Complete	29835	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR54/2023	EPI_ISL_18056630	GISAID	 	EG.2	Complete	29832	High	0/2/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR39/2023	EPI_ISL_18056590	GISAID	 	FL.1.5.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR65/2023	EPI_ISL_18056617	GISAID	 	EG.5.1.1	Complete	29819	High	0/2/-/-/-	Homo sapiens	2023-07-23	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR65/2023	EPI_ISL_18056603	GISAID	 	EG.5.1.1	Complete	29833	High	1/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR75/2023	EPI_ISL_18056599	GISAID	 	EG.6.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR67/2023	EPI_ISL_18056618	GISAID	 	EG.5.1.1	Complete	29833	Low	30/2/NA/NA/NA	Homo sapiens	2023-07-23	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R51MR58/2023	EPI_ISL_18056642	GISAID	 	DV.6.2	Complete	29836	High	0/0/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR42/2023	EPI_ISL_18056601	GISAID	 	EG.5.1.1	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR53/2023	EPI_ISL_18056641	GISAID	 	EG.1	Complete	29831	Low	425/3/NA/NA/NA	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R51MR36/2023	EPI_ISL_18056606	GISAID	 	EG.5.1.1	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR1/2023	EPI_ISL_18056607	GISAID	 	EG.5.1.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-19	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR30/2023	EPI_ISL_18056608	GISAID	 	EG.5.1.1	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR6/2023	EPI_ISL_18056598	GISAID	 	FE.1.1	Complete	29682	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR28/2023	EPI_ISL_18056634	GISAID	 	EG.2	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR77/2023	EPI_ISL_18056586	GISAID	 	FL.2	Complete	29791	Low	646/6/NA/NA/NA	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R51MR8/2023	EPI_ISL_18056609	GISAID	 	EG.5.1.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR52/2023	EPI_ISL_18056638	GISAID	 	EG.2	Complete	29831	High	0/5/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR19/2023	EPI_ISL_18056593	GISAID	 	FL.1.5.1	Complete	29791	High	0/2/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR45/2023	EPI_ISL_18056637	GISAID	 	EG.2	Complete	29832	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR72/2023	EPI_ISL_18056635	GISAID	 	EG.2	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR66/2023	EPI_ISL_18056581	GISAID	 	FY.5	Complete	29827	High	0/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR27/2023	EPI_ISL_18056624	GISAID	 	EG.5.1	Complete	29832	High	0/2/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR13/2023	EPI_ISL_18056636	GISAID	 	EG.2	Complete	29805	High	0/3/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR1/2023	EPI_ISL_18056633	GISAID	 	EG.2	Complete	29829	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR85/2023	EPI_ISL_18056627	GISAID	 	EG.5.1	Complete	29835	High	0/0/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR39/2023	EPI_ISL_18056631	GISAID	 	EG.2	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR73/2023	EPI_ISL_18056621	GISAID	 	EG.5.1.1	Complete	29833	Low	94/4/NA/NA/NA	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR33/2023	EPI_ISL_18056582	GISAID	 	FY.3.1	Complete	29733	High	0/2/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR60/2023	EPI_ISL_18056628	GISAID	 	EG.4	Complete	29816	High	0/0/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR23/2023	EPI_ISL_18056620	GISAID	 	EG.5.1.1	Complete	29710	High	0/1/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR12/2023	EPI_ISL_18056623	GISAID	 	EG.5.1.1	Partial	29430	Low	85/3/NA/NA/NA	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR84/2023	EPI_ISL_18056923	GISAID	 	GJ.1	Complete	29804	High	0/3/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR30/2023	EPI_ISL_18056922	GISAID	 	GJ.1	Complete	29829	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR82/2023	EPI_ISL_18056924	GISAID	 	GJ.1	Complete	29827	Low	41/1/NA/NA/NA	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R47MR124/2023	EPI_ISL_18082564	GISAID	 	XBB.2.3.2	Complete	29832	High	0/5/-/-/-	Homo sapiens	2023-07-05	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR54/2023	EPI_ISL_18082550	GISAID	 	FL.5	Complete	29829	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR91/2023	EPI_ISL_18082557	GISAID	 	FY.3.1	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR88/2023	EPI_ISL_18082545	GISAID	 	FL.4	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR121/2023	EPI_ISL_18082559	GISAID	 	EG.1	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-05	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR117/2023	EPI_ISL_18082569	GISAID	 	XBB.2.3.2	Complete	29831	High	0/6/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR84/2023	EPI_ISL_18082556	GISAID	 	XBB.2.3.6	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR63/2023	EPI_ISL_18082572	GISAID	 	FL.4	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR56/2023	EPI_ISL_18082562	GISAID	 	GV.1	Complete	29830	High	0/1/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR26/2023	EPI_ISL_18082567	GISAID	 	EG.5.1.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR38/2023	EPI_ISL_18082568	GISAID	 	XBB.1.16.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR58/2023	EPI_ISL_18082573	GISAID	 	FY.3.1	Complete	29829	High	0/3/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR80/2023	EPI_ISL_18082575	GISAID	 	XBB.1.16	Complete	29827	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR22/2023	EPI_ISL_18082581	GISAID	 	FU.2	Complete	29832	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR51/2023	EPI_ISL_18082585	GISAID	 	XBB.1.16	Complete	29833	Low	18/3/NA/NA/NA	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R47MR120/2023	EPI_ISL_18082574	GISAID	 	FU.1	Complete	29833	High	0/3/-/-/-	Homo sapiens	2023-07-05	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR73/2023	EPI_ISL_18082586	GISAID	 	XBB.1.16.9	Complete	29816	High	0/2/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR97/2023	EPI_ISL_18082592	GISAID	 	XBB.1.16.1	Complete	29828	High	0/2/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR7/2023	EPI_ISL_18082582	GISAID	 	XBB.2.3.2	Complete	29819	High	0/0/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR114/2023	EPI_ISL_18082583	GISAID	 	FY.1.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR92/2023	EPI_ISL_18082587	GISAID	 	EG.5.1	Complete	29828	High	14/2/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR19/2023	EPI_ISL_18082589	GISAID	 	XBB.1.16.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR110/2023	EPI_ISL_18082606	GISAID	 	EG.4	Complete	29834	High	0/2/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR21/2023	EPI_ISL_18082598	GISAID	 	FU.2	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR57/2023	EPI_ISL_18082595	GISAID	 	FY.3	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR60/2023	EPI_ISL_18082608	GISAID	 	XBB.2.3.2	Complete	29831	Low	16/1/NA/NA/NA	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R47MR28/2023	EPI_ISL_18082615	GISAID	 	XBB.1.16.1	Complete	29827	High	0/1/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR40/2023	EPI_ISL_18082596	GISAID	 	FY.3.1	Complete	29827	High	0/4/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR77/2023	EPI_ISL_18082604	GISAID	 	XBB.1.16.1	Complete	29827	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR2/2023	EPI_ISL_18082599	GISAID	 	XBB.1.16	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR10/2023	EPI_ISL_18082602	GISAID	 	EG.5.1.1	Complete	29824	High	0/0/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R54MR14/2023	EPI_ISL_18082721	GISAID	 	EG.5.1.1	Partial	29483	Low	164/4/NA/NA/NA	Homo sapiens	2023-08-01	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R54MR84/2023	EPI_ISL_18082718	GISAID	 	XBB.1.16	Complete	29791	Low	144/4/NA/NA/NA	Homo sapiens	2023-08-02	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R47MR16/2023	EPI_ISL_18082601	GISAID	 	XBB.2.3.2	Complete	29830	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR72/2023	EPI_ISL_18082616	GISAID	 	XBB.2.3.2	Complete	29834	Low	43/3/NA/NA/NA	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R47MR13/2023	EPI_ISL_18082610	GISAID	 	XBB.2.3.2	Complete	29825	High	0/1/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR48/2023	EPI_ISL_18082611	GISAID	 	FU.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-05	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR75/2023	EPI_ISL_18082468	GISAID	 	XBB.2.3.2	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR23/2023	EPI_ISL_18082617	GISAID	 	FL.5	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R54MR82/2023	EPI_ISL_18082697	GISAID	 	EG.2	Complete	29832	High	0/0/-/-/-	Homo sapiens	2023-08-02	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R54MR20/2023	EPI_ISL_18082699	GISAID	 	EG.5.1.1	Complete	29831	High	0/9/-/-/-	Homo sapiens	2023-08-02	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R54MR19/2023	EPI_ISL_18082713	GISAID	 	XBB.1.16.11	Complete	29730	High	0/2/-/-/-	Homo sapiens	2023-08-02	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R54MR32/2023	EPI_ISL_18082710	GISAID	 	FU.1	Complete	29822	High	6/2/-/-/-	Homo sapiens	2023-07-31	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR130/2023	EPI_ISL_18082519	GISAID	 	FL.15	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-05	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR8/2023	EPI_ISL_18082623	GISAID	 	XBB.1.16.1	Complete	29802	High	0/0/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR26/2023	EPI_ISL_18082463	GISAID	 	FU.1	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR12/2023	EPI_ISL_18082505	GISAID	 	EG.5.1	Complete	29835	Low	180/0/NA/NA/NA	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R46MR100/2023	EPI_ISL_18082464	GISAID	 	XBB.1.5.49	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-01	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR25/2023	EPI_ISL_18082460	GISAID	 	DV.1.1	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR18/2023	EPI_ISL_18082508	GISAID	 	FL.13	Complete	29832	Low	121/1/NA/NA/NA	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R46MR47/2023	EPI_ISL_18082501	GISAID	 	XBB.2.3.2	Complete	29828	Low	162/1/NA/NA/NA	Homo sapiens	2023-06-29	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R46MR55/2023	EPI_ISL_18082502	GISAID	 	FY.3	Complete	29723	Low	55/10/NA/NA/NA	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R46MR23/2023	EPI_ISL_18082422	GISAID	 	XBB.2.3.4	Complete	29830	High	0/0/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR82/2023	EPI_ISL_18082503	GISAID	 	FU.1	Complete	29818	Low	103/1/NA/NA/NA	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R46MR9/2023	EPI_ISL_18082474	GISAID	 	XBB.1.16.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR104/2023	EPI_ISL_18082511	GISAID	 	EG.5.1.1	Complete	29702	Low	386/1/NA/NA/NA	Homo sapiens	2023-07-02	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R46MR99/2023	EPI_ISL_18082476	GISAID	 	XBB.1.16.9	Complete	29809	High	0/4/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR84/2023	EPI_ISL_18082478	GISAID	 	XBB.1.16	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR22/2023	EPI_ISL_18082510	GISAID	 	XBB.1.16	Complete	29833	Low	230/8/NA/NA/NA	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:38:11
hCoV-19/Singapore/R46MR58/2023	EPI_ISL_18082472	GISAID	 	XBB.2.3.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR70/2023	EPI_ISL_18082473	GISAID	 	XBB.1.22.2	Complete	29813	High	0/0/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR68/2023	EPI_ISL_18082515	GISAID	 	XBB.1.16.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR137/2023	EPI_ISL_18082514	GISAID	 	XBL.3	Complete	29835	High	0/1/-/-/-	Homo sapiens	2023-07-05	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR93/2023	EPI_ISL_18082516	GISAID	 	XBB.2.3.2	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR105/2023	EPI_ISL_18082517	GISAID	 	FY.3	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR129/2023	EPI_ISL_18082518	GISAID	 	EG.5.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-05	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR115/2023	EPI_ISL_18082512	GISAID	 	FL.2.3	Complete	29835	High	0/0/-/-/-	Homo sapiens	2023-07-04	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR51/2023	EPI_ISL_18082453	GISAID	 	FL.4	Complete	29832	High	0/2/-/-/-	Homo sapiens	2023-06-29	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR59/2023	EPI_ISL_18082443	GISAID	 	FU.1	Complete	29823	High	0/2/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR85/2023	EPI_ISL_18082440	GISAID	 	XBB.2.3.2	Complete	29832	High	6/0/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR31/2023	EPI_ISL_18082449	GISAID	 	FU.1	Complete	29811	High	0/0/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR37/2023	EPI_ISL_18082431	GISAID	 	FL.4	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR69/2023	EPI_ISL_18082482	GISAID	 	FY.2	Complete	29829	High	0/1/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR14/2023	EPI_ISL_18082445	GISAID	 	XBB.1.16.1	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-06-28	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR90/2023	EPI_ISL_18082446	GISAID	 	XBB.1.16.9	Complete	29819	High	0/2/-/-/-	Homo sapiens	2023-06-30	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R46MR44/2023	EPI_ISL_18082457	GISAID	 	XBB.1.16	Complete	29832	High	0/0/-/-/-	Homo sapiens	2023-06-29	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
hCoV-19/Singapore/R47MR18/2023	EPI_ISL_18082548	GISAID	 	FY.3.1	Complete	29830	High	0/0/-/-/-	Homo sapiens	2023-07-03	Singapore		2023-08-10		2023-08-14 04:38:11	2023-08-14 04:50:16
